Key,Id,Japanese(ja),English(en)
"MakeCopyOfSetCoin",370415029923840,"あなたの設置コインを選択する。その複製を取得してあなたの{coinposition}に移動する。","Select your installation coin. Get its duplicate and move it to your {coinposition}."
"MustUse",371026072907776,"使用できるコインがある時、使用しなければならない。 (同じルールが設定されている場合は反転)","When there are coins available, you must use them. (Reverse if the same rule is set)"
"MyCoinToStock",371560179773440,"あなたの{src}にあるコインを全てストックに移動する。","Move all coins in your {src} to stock."
"MyStockToTrash",372639550353408,"あなたの{src}にあるコインを{value}枚{dst}に移動する。","Move {value} coins in your {src} to {dst}."
"MyTrashToExclusion",372946011369472,"あなたの{src}にあるコインを全て除外する。","Exclude all coins in your {src}."
"ProgressTurnSetCoin0",723683773984768,"{settedcoin}を選択する。そのコインの経過ターン数を{value}進める。","Select {settedcoin}. Advance {value} the number of turns elapsed for that coin."
"ProgressTurnSetCoin1",724240735612928,"{settedcoin}を選択する。そのコインの経過ターン数を{value}戻す。","Select {settedcoin}. Return {value} the number of turns elapsed for that coin."
"ProgressTurnALLSetCoins1",727050478891008,"設置されている全てのコインの経過ターン数を{value}戻す。","Return {value} the number of elapsed turns of all installed coins."
"Redraw",727526930853888,"あなたの手持ちコインをストックに戻す。その後、元の手持ちコインの合計サイズを超えるまでドローする。","Return your hand of coins to your stock. Then draw until the total size of your hand exceeds the total size of your original coins."
"ReverseSet",728528127995904,"設置時に{hiddenside}になり、詳細は所有者しか見れなくなる。(同じルールが設定されている場合は反転)","It will be {hiddenside} when installed and only the owner will be able to see the details. (reversed if the same rule is set)"
"TurnAdd0",729022384779264,"ターン終了毎にコインに加算される経過ターン数を{value}増加する。","Increases {value} the number of elapsed turns added to the coin at the end of each turn."
"TurnAdd1",730158332325888,"ターン終了毎にコインに加算される経過ターン数を{value}減少する。","Decrease {value} the number of elapsed turns added to the coin at the end of each turn."
"FixDice1",2414944406941696,"他のプレイヤーの次の移動マス数を{value}にする。","{value} the next number of squares to be moved by the other players."
"NoNeedCoin",12593966273212416,"使用条件を追加する効果を無効にする。 (同じルールが設定されている場合は反転)","Disable effects that add conditions of use. (Reverse if the same rule is set)"
"Seizure",12678362510602240,"あなたの設置コインが{num}枚以上であるなら、あなたは勝利する。","If your installed coins are {num} or more, you win."
"RemoveCoinStatusALLSetCoinsByPlayer",14693968718016512,"{player}が所有する、全ての{settedcoin}が持つ[{name}]を消す。","Erase [{name}] of all {settedcoin} owned by {player}."
"RemoveCoinStatusSetCoin",14695674352709632,"{settedcoin}を選択する。そのコインが持つ[{name}]を消す。","Select {settedcoin}. Erase the [{name}] owned by that coin."
"ClearCoinStatusALLSetCoinsByPlayer1",60771252440608768,"他のプレイヤーが所有する{settedcoin}の{status}を全て消す。","Erase all {status} of {settedcoin} owned by other players."
"ProgressTurnALLSetCoinsByPlayer2",60772093335646208,"他のプレイヤーが所有する、全ての{settedcoin}の経過ターン数を{value}進める。","Advance {value} the number of turns elapsed for all {settedcoin} owned by other players."
"ProgressTurnALLSetCoinsByPlayer3",60772116429484032,"他のプレイヤーが所有する、全ての{settedcoin}の経過ターン数を{value}戻す。","Return {value} the number of turns elapsed for all {settedcoin} owned by other players."
"ProgressTurnHandCoinsByPlayer2",60773314800857088,"他のプレイヤーの手持ちコインの経過ターン数を{value}進める。","Advance {value} the number of elapsed turns of the other players' coins."
"ProgressTurnHandCoinsByPlayer3",60773334799298560,"他のプレイヤーの手持ちコインの経過ターン数を{value}戻す。","Return {value} the number of elapsed turns of the other players' coins."
