Key,Id,Japanese(ja),English(en)
"v1.SmallPoisonShield",10808742850560,"どくのしょうたて","Small poison shield"
"v1.PoisonShield",10857015095296,"ぽいずんしぃるど","Poison shield"
"v1.CurseSign",10908105912320,"のろいのいん","Curse sign"
"v1.AnesthetizeShield",11006659473408,"まひのたて","Anesthetize shield"
"v1.FireWall",11056018042880,"ふぁいあうぉぉる","Fire wall"
"v1.ElectricShield",11103539507200,"でんじしぃるど","Electric shield"
"v1.ElectricBarrier",11154680655872,"でんじばりあ","Electric barrier"
"v1.HeavyLargeShield",11211349897216,"じゅうあつたて","Heavy large shield"
"v1.SkyAbsolver",11258296741888,"だいちとのきづな","Ties to the Earth"
"v1.Confusion",11309282701312,"みまちがい","Mistake in vision"
"v1.BioShield",11408222138368,"ばいおしぃるど","Bio shield"
"v1.BioWall",11464941711360,"ばいおうぉぉる","Bio wall"
"v1.CurseBook",11510785454080,"のろいのしょ","Curse book"
"v1.CurseGhost",11556272680960,"ごぉすと","Curse ghost"
"v1.CurseMusicBox",11603609595904,"のろいのおるごぉる","Curse music box"
"v1.CurseSong",11652146081792,"はかばにいざなううた","Curse song"
"v1.FlameProjector",11704499384320,"かえんほうしゃき","Flame projector"
"v1.BottleGrenade",11750154383360,"かえんびん","Bottle grenade"
"v1.Cannon",11798267244544,"きゃのんほう","Cannon"
"v1.GravityGun",11846153613312,"じゅうりょくじゅう","Gravity gun"
"v1.BlockLook",11890734870528,"めつぶし","Block look"
"v1.Qualm",11936360509440,"めまい","Qualm"
"v1.DimensionSlash",11986222395392,"いじげんだん","Dimension slash"
"v1.BioBlaster",12035882954752,"ばいおぶらすたぁ","Bio blaster"
"v1.VirusScatter",12083110817792,"うぃるすかくさんだん","Virus scatter"
"v1.VirusGun",12132087705600,"うぃるすがん","Virus gun"
"v1.DeepSleep",12178845806592,"すりぃぷ","Deep sleep"
"v1.Slump",12231647899648,"すらんぷ","Slump"
"v1.Fireball",12280251494400,"ふぁいあぼぉる","Fire ball"
"v1.PoisonArrow",12330830606336,"どくのや","Poison arrow"
"v1.PoisonKnife",12377710342144,"ぽいずんないふ","Poison knife"
"v1.OilBottle",12422643920896,"あぶらつぼ","Oil bottle"
"v1.SickRat",12464578572288,"しびれねずみ","Paralysis rat"
"v1.Fairy",12509499568128,"ようせい","Fairy"
"v1.BurningFairy",12556282834944,"ほのおとおどるようせい","Burning fairy"
"v1.GravityMaker",12602189492224,"じゅうりょくはっせいそうち","Gravity maker"
"v1.DozeFog",12661589225472,"まどろみのきり","Doze fog"
"v1.SmallPoisonTrap",12712013148160,"どくのわな","Small poison trap"
"v1.PoisonTrap",12759559778304,"もうどくのわな","Poison trap"
"v1.PoisonEater",12806238187520,"ぽいずんいぃたぁ","Poison eater"
"v1.GermHole",12855437373440,"びょうげんきんのなえどこ","Germ hole"
"v1.NoTrespassing",12904372318208,"しんにゅうきんし","No entry"
"v1.PushBlower",12949863739392,"むかいかぜ","Head wind"
"v1.HardPushBlower",13002711969792,"きょうふう","High wind"
"v1.ReflectionWave",13056147402752,"りふれくしょんうぇぇぶ","Reflection wave"
"v1.Redraw",13107397603328,"りどろぉ","Redraw"
"v1.MyStockToTrash",13158576500736,"はいきしょぶん","Disposal"
"v1.MyTrashToStock",13207758909440,"しげんかいしゅう","Resource recovery"
"v1.SwapSetBySideArea",13255028715520,"えりあすわっぷ","Swap area"
"v1.RevolutionByCrowd",13301493215232,"みんしゅうかくめい","popular revolution"
"v1.WinFlag",13349161480192,"しょうりのはた","Win flag"
"v1.Seizure",13396011855872,"りょうどしょうあく","Seizure of territory"
"v1.BattleDoll1th",13454065217536,"ばとるどぉるきゅうみんちゅう","Battle doll [sleep]"
"v1.BattleDoll2th",13503008550912,"ばとるどぉるしどうちゅう","Battle doll [starting]"
"v1.BattleDoll3th",13529013235712,"ばとるどぉる","Battle doll"
"v1.ElectricGiant",13802557353984,"かみなりのきょじん","Electric giant"
"v1.ElectricAutomaton",13877371154432,"でんじにんぎょう","Electric automaton"
"v1.ElectricKing",13925161054208,"らいおう","Electric king"
"v1.ToyPorn",13971470364672,"おもちゃのへいし","Toy porn"
"v1.ToyFighter",14020183011328,"おもちゃのせんし","Toy fighter"
"v1.ToyGiant",14068958572544,"おもちゃのきょじん","Toy giant"
"v1.CurseDoll",14121127325696,"のろわれたにんぎょう","Curse doll"
"v1.ThunderPunch",14176836071424,"でんげきしょう","Thunder punch"
"v1.GreatThunder",14238144212992,"きょらい","Great thunder"
"v1.Thunder",14283593691136,"さんだぁ","Thunder"
"v1.ElectricBurst",14338480353280,"えれくとりっくぶらすと","Electric burst"
"v1.SelfDynamo",14391148228608,"じかはつでんき","Private generator"
"v1.ThunderFairy",14442201296896,"かみなりとまうようせい","Thunder fairy"
"v1.UndeadCurse",14489890533376,"かぁすあんでっど","Undead curse"
"v1.VirusCarrier",14540608057344,"はじまりのかんせんしゃ","Undead virus"
"v1.UndeadSoldier",14591686291456,"あんでっどそるじゃぁ","Undead soldier"
"v1.UndeadLeader",14639497162752,"あんでっどりぃだぁ","Undead leader"
"v1.UndeadCommander",14695986049024,"あんでっどこまんだぁ","Undead commander"
"v1.UndeadShoot",14745390755840,"あんでっどぐんとつげきめいれい","Undead shoot"
"v1.UndeadGuard",14794673827840,"あんでっどぐんぼうえいめいれい","Undead guard"
"v1.KingSword",14846049857536,"しはいしゃのけん","Sword of the Ruler"
"v1.KingArrow",14889813225472,"しはいしゃのや","Arrow of the Ruler"
"v1.KingPressure",14936621658112,"しはいしゃからのあつりょく","Pressure from rulers"
"v1.KingShield",14991143415808,"しはいしゃのたて","Shield of the Ruler"
"v1.BottleRocket",15041638641664,"ぼとるろけっと","Bottle rocket"
"v1.ClubOfPoor",15085674639360,"ひんじゃのこんぼう","Club of poor"
"v1.StoneOfPoor",15136421523456,"ひんじゃのいしころ","Stone of poor"
"v1.ChopperOfPoor",15198455279616,"ひんじゃのなた","Chopper of poor"
"v1.Dragon",15254667341824,"どらごん","Dragon"
"v1.DragonEgg",15303015084032,"どらごんえっぐ","Dragon egg"
"v1.PhantomSoldier",15352587563008,"よみがえるへいし","Phantom soldier"
"v1.DragonUndead",15416697499648,"どらごんあんでっと","Dragon undead"
"v1.FireLizard",15488365572096,"ふぁいありざぁど","Fire lizard"
"v1.Manure",15541276717056,"ひりょう","Manure"
"v1.SpikeFlower",15590266187776,"すぱいくふらわぁ","Spike flower"
"v1.PoisonFlower",15640425869312,"ぽいずんふらわぁ","Poison flower"
"v1.GravityFlower",15689977376768,"じゅうかそう","Gravity flower"
"v1.HardTree",15737716944896,"けんろうぼく","Hard tree"
"v1.Planter",15782658912256,"のうえんぬし","Planter"
"v1.GiantTree",15828532015104,"じゃいあんとつりぃ","Giant tree"
"v1.PlantNeedle",15876737150976,"ぷらんとにぃどる","Plant needle"
"v1.PlantSpike",15926955552768,"ぷらんとすぱいく","Plant spike"
"v1.PlantParty",15975995355136,"ぷらんとぱぁてぃ","Plant party"
"v1.BigWorm",16024838025216,"きょだいみみず","Big worm"
"v1.ArtfulMagician",16082698448896,"こうかつなまじゅつし","Artful magician"
"v1.MagiciansStrawN",16132774244352,"まじゅつしのげんえいN","Magician's Phantom"
"v1.MagiciansStrawP",16168065118208,"まじゅつしのげんえいP","Magician's Phantom"
"v1.MagiciansStrawA",16231126478848,"まじゅつしのげんえいA","Magician's Phantom"
"v1.QueenAnt",16310101028864,"くいぃんあんと","Queen ant"
"v1.KnightAnt",16364073332736,"きしあり","Knight ant"
"v1.SoldierAnt",16430200729600,"へいたいあり","Soldier ant"
"v1.ChildcareAnt",16491940884480,"こそだてあり","Childcare ant"
"v1.ExplorerAnt",16541429477376,"たんさくあり","Explorer ant"
"v1.FlameAnt",16593778585600,"ふれいむあんと","Flame ant"
"v1.DaemonHead",16646329020416,"おにのあたま","Daemon head"
"v1.DaemonBody",16696039911424,"おにのどう","Daemon body"
"v1.DaemonRightArm",16743645261824,"おにのみぎうで","Daemon right arm"
"v1.DaemonLeftArm",16792328548352,"おにのひだりうで","Daemon left arm"
"v1.DaemonRightLeg",16841045389312,"おにのみぎあし","Daemon right leg"
"v1.DaemonLeftLeg",16891167322112,"おにのひだりあし","Daemon left leg"
"v1.DimensionBeacon",16941268283392,"じげんびぃこん","Dimension beacon"
"v1.AlienHuman",16995186061312,"いかいじん","Alien human"
"v1.AlienMachine",17115143155712,"いかいのにんぎょう","Alien machine"
"v1.AlienDragon",17196600733696,"いかいりゅう","Alien dragon"
"v1.AlienBeast",17242809380864,"いかいじゅう","Alien beast"
"v1.AlienBoundary",17307070312448,"はざまにまぎれるもの","Alien boundary"
"v1.AlienFlame",17357557149696,"いかいのほのお","Alien flame"
"v1.ShadowDagger",17407066714112,"しゃどぉだがぁ","Shadow dagger"
"v1.ShadowSword",17458816036864,"しゃどぉそぉど","Shadow sword"
"v1.ShadowLongSword",17511987228672,"しゃどぉろんぐそぉど","Shadow long sword"
"v1.ShadowClaymore",17569914761216,"しゃどぉくれいもあ","Shadow claymore"
"v1.PrototRailgun",17627393503232,"でんじほうしさくがた","Railgun [prototype]"
"v1.MassProRailgun",17676873707520,"でんじほう","Railgun"
"v1.PortableRailgun",17727247298560,"でんじほうけいたいがた","Railgun [portable]"
"v1.IcicleSpear",17785741062144,"あいしくるすぴあ","Icicle spear"
"v1.IciclePic",17839440736256,"あいしくるぴっく","Icicle pic"
"v1.IcicleClub",17890045014016,"あいしくるくらぶ","Icicle club"
"v1.IceGolem",17941785948160,"あいすごぉれむ","Ice golem"
"v1.IceArmor",18004192997376,"あいすあぁまぁ","Ice armor"
"v1.HeresyIdol",18056827318272,"じゃきょうのぞう","Heresy idol"
"v1.HeresyBlowgun",18108408868864,"じゃきょうとのぼうがん","Heresy blowgun"
"v1.HeresyClaw",18163157118976,"じゃきょうとのかぎづめ","Heresy claw"
"v1.HeresyTrident",18217834065920,"じゃきょうとのみつまた","Heresy trident"
"v1.FirstArrow",18265741406208,"いちのや","First arrow"
"v1.SecondArrow",18315389382656,"にのや","Second arrow"
"v1.ThirdArrow",18369076473856,"さんのや","Third arrow"
"v1.NinjaSword",18415280926720,"しのびがたな","Ninja sword"
"v1.Ninja",18470079508480,"にんじゃ","Ninja"
"v1.ChiefNinjaSword",18523678519296,"しのびおおがたな","Chief ninja sword"
"v1.ChiefNinja",18574404431872,"じょうきゅうにんじゃ","Chief ninja"
"Dust",18623515537408,"ごみ","Dust"
"v1.HeresyBishop",82256467964932096,"じゃきょうのしさい","Heresy bishop"
"v1.ClearMySkipGuard",155750501253066752,"せいぞんほんのう","Survival instinct"
